"Symbol","Name","LastSale","MarketCap","ADR TSO","Country","IPOyear","Sector","Industry","Summary Quote",
"TFSC","1347 Capital Corp.","9.77","58111960","n/a","United States","2014","Finance","Business Services","http://www.nasdaq.com/symbol/tfsc",
"TFSCR","1347 Capital Corp.","0.2101","0","n/a","United States","2014","Finance","Business Services","http://www.nasdaq.com/symbol/tfscr",
"TFSCU","1347 Capital Corp.","10.15","42427000","n/a","United States","2014","Finance","Business Services","http://www.nasdaq.com/symbol/tfscu",
"TFSCW","1347 Capital Corp.","0.14","0","n/a","United States","2014","Finance","Business Services","http://www.nasdaq.com/symbol/tfscw",
"PIH","1347 Property Insurance Holdings, Inc.","7.73","47801632.03","n/a","United States","2014","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/pih",
"FLWS","1-800 FLOWERS.COM, Inc.","7.16","464411146.72","n/a","United States","1999","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/flws",
"FCTY","1st Century Bancshares, Inc","7.92","81747879.84","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fcty",
"FCCY","1st Constitution Bancorp (NJ)","12.74","96146677.9","n/a","United States","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/fccy",
"SRCE","1st Source Corporation","33.35","869839602.45","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/srce",
"XXII","22nd Century Group, Inc","1.4","99353581.6","n/a","United States","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/xxii",
"TWOU","2U, Inc.","22.39","1020453760.02","n/a","United States","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/twou",
"DDD","3D Systems Corporation","8.67","971715835.17","n/a","United States","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ddd",
"MMM","3M Company","158.38","97516614962.06","n/a","United States","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/mmm",
"SIXD","6D Global Technologies, Inc.","2.9","226918805.6","n/a","United States","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/sixd",
"CAFD","8point3 Energy Partners LP","12.2","866232683.8","n/a","United States","2015","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/cafd",
"EGHT","8x8 Inc","11.92","1064284685.76","n/a","United States","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/eght",
"AVHI","A V Homes, Inc.","13.97","312147356.4","n/a","United States","n/a","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/avhi",
"SHLM","A. Schulman, Inc.","33.51","981710434.44","n/a","United States","1972","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/shlm",
"AHC","A.H. Belo Corporation","5.24","112898655.8","n/a","United States","n/a","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/ahc",
"AAC","AAC Holdings, Inc.","22.4","501923766.4","n/a","United States","2014","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/aac",
"AAON","AAON, Inc.","23.96","1296064494.32","n/a","United States","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aaon",
"AIR","AAR Corp.","23.39","823469579.67","n/a","United States","n/a","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/air",
"AAN","Aaron&#39;s,  Inc.","23.55","1709218988.55","n/a","United States","n/a","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/aan",
"ABAX","ABAXIS, Inc.","51.16","1162201720","n/a","United States","1992","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/abax",
"ABT","Abbott Laboratories","45.73","68216350615.43","n/a","United States","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/abt",
"ABBV","AbbVie Inc.","60.55","98983925824.35","n/a","United States","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/abbv",
"ABEO","Abeona Therapeutics Inc.","4.07","133050766.42","n/a","United States","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/abeo",
"ABEOW","Abeona Therapeutics Inc.","1.5","0","n/a","United States","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/abeow",
"ANF","Abercrombie & Fitch Company","19.49","1344462298.4","n/a","United States","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/anf",
"FAX","Aberdeen Asia-Pacific Income Fund Inc","4.49","1198192096.72","n/a","United States","1986","n/a","n/a","http://www.nasdaq.com/symbol/fax",
"IAF","Aberdeen Australia Equity Fund Inc","5.59","128226310.03","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/iaf",
"CH","Aberdeen Chile Fund, Inc.","5.91","55474197.27","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ch",
"ABE           ","Aberdeen Emerging Markets Smaller Company Opportunities Fund I","11.28","110146176.96","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/abe           ",
"FCO","Aberdeen Global Income Fund, Inc.","7.66","68990739.84","n/a","United States","1992","n/a","n/a","http://www.nasdaq.com/symbol/fco",
"GCH","Aberdeen Greater China Fund, Inc.","9.07","83334742.78","n/a","United States","1992","n/a","n/a","http://www.nasdaq.com/symbol/gch",
"IF","Aberdeen Indonesia Fund, Inc.","5.825","55251563.775","n/a","United States","1990","n/a","n/a","http://www.nasdaq.com/symbol/if",
"ISL","Aberdeen Israel Fund, Inc.","17.51","70698463.55","n/a","United States","1992","n/a","n/a","http://www.nasdaq.com/symbol/isl",
"JEQ","Aberdeen Japan Equity Fund, Inc. ","7.8","106570487.4","n/a","United States","1992","n/a","n/a","http://www.nasdaq.com/symbol/jeq",
"SGF","Aberdeen Singapore Fund, Inc.","8.96","68980674.56","n/a","United States","1990","n/a","n/a","http://www.nasdaq.com/symbol/sgf",
"ABMD","ABIOMED, Inc.","78.19","3316621901.11","n/a","United States","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/abmd",
"ABM","ABM Industries Incorporated","29.25","1643183304.75","n/a","United States","n/a","Finance","Diversified Commercial Services","http://www.nasdaq.com/symbol/abm",
"AXAS","Abraxas Petroleum Corporation","1.38","146757481.38","n/a","United States","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/axas",
"ACTG","Acacia Research Corporation","5.26","266873500.82","n/a","United States","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/actg",
"ACHC","Acadia Healthcare Company, Inc.","67.4","4831801867","n/a","United States","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/achc",
"ACAD","ACADIA Pharmaceuticals Inc.","35.87","3619699988.75","n/a","United States","1985","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/acad",
"AKR","Acadia Realty Trust","33.03","2279782655.28","n/a","United States","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/akr",
"AXDX","Accelerate Diagnostics, Inc.","16.58","741771890.48","n/a","United States","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/axdx",
"XLRN","Acceleron Pharma Inc.","35.99","1196783927.65","n/a","United States","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/xlrn",
"ANCX","Access National Corporation","21.37","225327972.62","n/a","United States","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/ancx",
"ACCO","Acco Brands Corporation","7.58","806372164.16","n/a","United States","n/a","Consumer Durables","Publishing","http://www.nasdaq.com/symbol/acco",
"ARAY","Accuray Incorporated","6.41","511966411.55","n/a","United States","2007","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/aray",
"ACW","Accuride Corporation New","2.33","111731783.15","n/a","United States","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/acw",
"VXDN","AccuShares Spot CBOE VIX Down Shares","21.08","8959000","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vxdn",
"VXUP","AccuShares Spot CBOE VIX Up Shares","19.3208","821134","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vxup",
"ACRX","AcelRx Pharmaceuticals, Inc.","5.34","237336882.06","n/a","United States","2011","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/acrx",
"ACET","Aceto Corporation","27.12","800095406.16","n/a","United States","n/a","Health Care","Other Pharmaceuticals","http://www.nasdaq.com/symbol/acet",
"AKAO","Achaogen, Inc.","5.82","106829696.76","n/a","United States","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/akao",
"ACHN","Achillion Pharmaceuticals, Inc.","9.88","1349063819.48","n/a","United States","2006","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/achn",
"ACIW","ACI Worldwide, Inc.","23.48","2776718737.2","n/a","United States","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/aciw",
"ACRS","Aclaris Therapeutics, Inc.","19.9","386209309.7","n/a","United States","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/acrs",
"ACU","Acme United Corporation.","16.99","57266341.09","n/a","United States","1988","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/acu",
"ACNB","ACNB Corporation","21.81","131615389.35","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/acnb",
"ACOR","Acorda Therapeutics, Inc.","37.42","1614873907.98","n/a","United States","2006","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/acor",
"AIII","ACRE Realty Investors, Inc.","1.26","25285921.92","n/a","United States","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/aiii",
"ATNM","Actinium Pharmaceuticals, Inc.","2.13","89497166.37","n/a","United States","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/atnm",
"ACPW","Active Power, Inc.","1.53","35355559.77","n/a","United States","2000","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/acpw",
"ATVI","Activision Blizzard, Inc","37.01","27061114658.6","n/a","United States","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/atvi",
"ACTA","Actua Corporation","11.21","457344974.66","n/a","United States","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/acta",
"ATU","Actuant Corporation","24.34","1452893811.74","n/a","United States","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/atu",
"AYI","Acuity Brands Inc","225.4","9835441023.8","n/a","United States","n/a","Consumer Durables","Building Products","http://www.nasdaq.com/symbol/ayi",
"ACUR","Acura Pharmaceuticals, Inc.","2.46","29030425.56","n/a","United States","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/acur",
"ACXM","Acxiom Corporation","21.86","1702324066.08","n/a","United States","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/acxm",
"ADMS","Adamas Pharmaceuticals, Inc.","15.74","289963444.76","n/a","United States","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/adms",
"ADMP","Adamis Pharmaceuticals Corporation","3.9934","53637987.0506","n/a","United States","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/admp",
"ADX","Adams Diversified Equity Fund, Inc.","13.71","1275322598.82","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/adx",
"PEO","Adams Natural Resources Fund, Inc.","20.31","521042204.46","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/peo",
"AE","Adams Resources & Energy, Inc.","43.37","182917138.52","n/a","United States","n/a","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/ae",
"ADK^A","Adcare Health Systems Inc","21.37","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/adk^a",
"ADK","Adcare Health Systems Inc","3.03","60234633.51","n/a","United States","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/adk",
"ADUS","Addus HomeCare Corporation","21","233274804","n/a","United States","2009","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/adus",
"AEY","ADDvantage Technologies Group, Inc.","2.2699","22864977.3579","n/a","United States","n/a","Consumer Services","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/aey",
"ADPT","Adeptus Health Inc.","54.69","1135820350.53","n/a","United States","1986","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/adpt",
"IOTS","Adesto Technologies Corporation","5.55","82035487.95","n/a","United States","2015","Technology","Semiconductors","http://www.nasdaq.com/symbol/iots",
"ADMA","ADMA Biologics Inc","9.11","97596222.57","n/a","United States","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/adma",
"ADBE","Adobe Systems Incorporated","91.76","45769828264.24","n/a","United States","1986","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/adbe",
"ADT","ADT Corporation","34.06","5617757285.4","n/a","United States","n/a","Consumer Services","Diversified Commercial Services","http://www.nasdaq.com/symbol/adt",
"ADTN","ADTRAN, Inc.","16.27","806345186.15","n/a","United States","1994","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/adtn",
"ADRO","Aduro Biotech, Inc.","28.42","1769880907.48","n/a","United States","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/adro",
"AAP","Advance Auto Parts Inc","162.37","11888308750.89","n/a","United States","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/aap",
"WMS","Advanced Drainage Systems, Inc.","30.42","1620156301.92","n/a","United States","2014","Capital Goods","Containers/Packaging","http://www.nasdaq.com/symbol/wms",
"AEIS","Advanced Energy Industries, Inc.","28.71","1178315331.93","n/a","United States","1995","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aeis",
"AMD","Advanced Micro Devices, Inc.","2.14","1691005397.32","n/a","United States","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/amd",
"ADXS","Advaxis, Inc.","11.41","380704108.89","n/a","United States","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/adxs",
"ADXSW","Advaxis, Inc.","7.7794","0","n/a","United States","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/adxsw",
"AVK","Advent Claymore Convertible Securities and Income Fund","13.67","322350574.92","n/a","United States","2003","n/a","n/a","http://www.nasdaq.com/symbol/avk",
"AGC","Advent Claymore Convertible Securities and Income Fund II","5.62","181192846.4","n/a","United States","2007","n/a","n/a","http://www.nasdaq.com/symbol/agc",
"MAUI","AdvisorShares Market Adaptive Unconstrained Income ETF","22.95","2295000","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/maui",
"YPRO","AdvisorShares YieldPro ETF","23.0483","32843827.5","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ypro",
"ACM","AECOM","31.22","4713223082.96","n/a","United States","2007","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/acm",
"AEGR","Aegerion Pharmaceuticals, Inc.","9.7","280693517.2","n/a","United States","2010","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aegr",
"AEGN","Aegion Corp","21.01","761507723.13","n/a","United States","n/a","Basic Industries","Water Supply","http://www.nasdaq.com/symbol/aegn",
"AEHR","Aehr Test Systems","1.85","24033864.3","n/a","United States","1997","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/aehr",
"AMTX","Aemetis, Inc","2.22","43468547.94","n/a","United States","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/amtx",
"AEPI","AEP Industries Inc.","84.6","431684528.4","n/a","United States","1986","Capital Goods","Specialty Chemicals","http://www.nasdaq.com/symbol/aepi",
"AERI","Aerie Pharmaceuticals, Inc.","24.76","652795518.24","n/a","United States","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/aeri",
"ACY","AeroCentury Corp.","8.9","13734987.3","n/a","United States","n/a","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/acy",
"AJRD","Aerojet Rocketdyne Holdings, Inc. ","16.12","1034904000","n/a","United States","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/ajrd",
"ARO","Aeropostale Inc","0.66","52540460.28","n/a","United States","2002","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/aro",
"AVAV","AeroVironment, Inc.","23.53","553876740.69","n/a","United States","2007","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/avav",
"AEMD","Aethlon Medical, Inc.","7.24","55098890.56","n/a","United States","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/aemd",
"AET","Aetna Inc.","99.89","34831643000","n/a","United States","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/aet",
"AMG","Affiliated Managers Group, Inc.","176.71","9548875442.64","n/a","United States","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/amg",
"MGR","Affiliated Managers Group, Inc.","26.17","0","n/a","United States","2012","Finance","Investment Managers","http://www.nasdaq.com/symbol/mgr",
"AFFX","Affymetrix, Inc.","9.13","730101695.51","n/a","United States","1996","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/affx",
"AFL","Aflac Incorporated","65.37","27895907446.23","n/a","United States","n/a","Finance","Accident &Health Insurance","http://www.nasdaq.com/symbol/afl",
"AFSD","Aflac Incorporated","25.56","0","n/a","United States","n/a","Finance","Accident &Health Insurance","http://www.nasdaq.com/symbol/afsd",
"MITT","AG Mortgage Investment Trust, Inc.","14.6","414828705","n/a","United States","2011","n/a","n/a","http://www.nasdaq.com/symbol/mitt",
"MITT^A","AG Mortgage Investment Trust, Inc.","24.12","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mitt^a",
"MITT^B","AG Mortgage Investment Trust, Inc.","23.1901","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mitt^b",
"WGA","AG&E Holdings, Inc.","0.4499","5249433.2","n/a","United States","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/wga",
"AGCO","AGCO Corporation","48.21","4122907292.13","n/a","United States","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/agco",
"AGEN","Agenus Inc.","4.66","394451361.9","n/a","United States","2000","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/agen",
"AGRX","Agile Therapeutics, Inc.","7.89","175885197.63","n/a","United States","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/agrx",
"A","Agilent Technologies, Inc.","38.5","12759024393.5","n/a","United States","1999","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/a",
"AGYS","Agilysys, Inc.","10.78","247303710.5","n/a","United States","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/agys",
"AGIO","Agios Pharmaceuticals, Inc.","61.66","2320921677.42","n/a","United States","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/agio",
"GAS","AGL Resources, Inc.","62.04","7459685505.36","n/a","United States","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/gas",
"ADC","Agree Realty Corporation","32.83","620106565.96","n/a","United States","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/adc",
"AGFS","AgroFresh Solutions, Inc.","5.39","269179553.72","n/a","United States","2014","Finance","Business Services","http://www.nasdaq.com/symbol/agfs",
"AGFSW","AgroFresh Solutions, Inc.","0.69","0","n/a","United States","2014","Finance","Business Services","http://www.nasdaq.com/symbol/agfsw",
"AIMT","Aimmune Therapeutics, Inc.","19.77","835271250.87","n/a","United States","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aimt",
"AIRI","Air Industries Group","8.4","63499808.4","n/a","United States","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/airi",
"AL","Air Lease Corporation","33.61","3414159895.09","n/a","United States","2011","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/al",
"AIRM","Air Methods Corporation","42.52","1671149698.48","n/a","United States","n/a","Transportation","Transportation Services","http://www.nasdaq.com/symbol/airm",
"APD","Air Products and Chemicals, Inc.","139.96","30088943841.96","n/a","United States","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/apd",
"AIRT","Air T, Inc.","25.67","60902768.09","n/a","United States","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/airt",
"ATSG","Air Transport Services Group, Inc","8.75","563141748.75","n/a","United States","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/atsg",
"AYR","Aircastle Limited","20.58","1670838647.1","n/a","United States","2006","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/ayr",
"ARG","Airgas, Inc.","138.75","9997978957.5","n/a","United States","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/arg",
"AKS","AK Steel Holding Corporation","2.54","451740160.78","n/a","United States","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/aks",
"AKAM","Akamai Technologies, Inc.","59.21","10535765407.13","n/a","United States","1999","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/akam",
"AKTX","Akari Therapeutics Plc","19.4","10793442.2","n/a","United States","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aktx",
"AKBA","Akebia Therapeutics, Inc.","8.88","272009824.56","n/a","United States","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/akba",
"AKER","Akers Biosciences Inc","2.078","10690971.286","n/a","United States","2014","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/aker",
"AKRX","Akorn, Inc.","32.46","3714493005.18","n/a","United States","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/akrx",
"ALP^O","Alabama Power Company","27.4085","0","n/a","United States","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/alp^o",
"ALG","Alamo Group, Inc.","53.88","615534387.36","n/a","United States","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/alg",
"ALRM","Alarm.com Holdings, Inc.","17.29","787977433.88","n/a","United States","2015","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/alrm",
"ALK","Alaska Air Group, Inc.","79.23","9993170087.22","n/a","United States","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/alk",
"ALSK","Alaska Communications Systems Group, Inc.","1.96","98813319.64","n/a","United States","1999","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/alsk",
"AIN","Albany International Corporation","37.01","1184320000","n/a","United States","n/a","Basic Industries","Textiles","http://www.nasdaq.com/symbol/ain",
"AMRI","Albany Molecular Research, Inc.","19.89","706130324.64","n/a","United States","1999","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/amri",
"ALB","Albemarle Corporation","50.69","5687577876.26","n/a","United States","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/alb",
"ABDC","Alcentra Capital Corp.","11.87","160444012.42","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/abdc",
"AA","Alcoa Inc.","8.76","11476728638.4","n/a","United States","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/aa",
"AA^","Alcoa Inc.","86.25","0","n/a","United States","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/aa^",
"AA^B","Alcoa Inc.","30.97","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aa^b",
"ALDR","Alder BioPharmaceuticals, Inc.","35.48","1547337119.88","n/a","United States","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aldr",
"ALDX","Aldeyra Therapeutics, Inc.","7.1307","69257073.4947","n/a","United States","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aldx",
"ALR","Alere Inc.","39.67","3421808049.4","n/a","United States","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/alr",
"ALR^B","Alere Inc.","290.01","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/alr^b",
"ALEX","Alexander & Baldwin Holdings, Inc.","36.79","1798119527.75","n/a","United States","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/alex",
"ALX","Alexander&#39;s, Inc.","397","2027159812","n/a","United States","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/alx",
"ARE","Alexandria Real Estate Equities, Inc.","90.41","6554629707.86","n/a","United States","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/are",
"ARE^E","Alexandria Real Estate Equities, Inc.","25.7","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/are^e",
"ALXN","Alexion Pharmaceuticals, Inc.","174.48","39314584387.44","n/a","United States","1996","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alxn",
"ALXA","Alexza Pharmaceuticals, Inc.","0.9671","18925884.9159","n/a","United States","2006","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alxa",
"ALCO","Alico, Inc.","40.24","333241604.48","n/a","United States","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/alco",
"ALGN","Align Technology, Inc.","67.39","5356841073.72","n/a","United States","2001","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/algn",
"ALIM","Alimera Sciences, Inc.","3.28","146109643.44","n/a","United States","2010","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alim",
"Y","Alleghany Corporation","510.5","7949808726.5","n/a","United States","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/y",
"ATI","Allegheny Technologies Incorporated","13.27","1449190160","n/a","United States","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/ati",
"ABTX","Allegiance Bancshares, Inc.","22.5","279518062.5","n/a","United States","2015","Finance","Major Banks","http://www.nasdaq.com/symbol/abtx",
"ALGT","Allegiant Travel Company","191.59","3226022499.63","n/a","United States","2006","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/algt",
"ALLE","Allegion plc","66.68","6395407759.12","n/a","United States","2013","Consumer Services","Diversified Commercial Services","http://www.nasdaq.com/symbol/alle",
"AGN","Allergan plc.","302.05","119045314286.5","n/a","United States","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/agn",
"AGN^A","Allergan plc.","1017.29","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agn^a",
"ALE","Allete, Inc.","51.4","2516829886.8","n/a","United States","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/ale",
"AKP","Alliance California Municipal Income Fund Inc","13.9956","119711868.4416","n/a","United States","2002","n/a","n/a","http://www.nasdaq.com/symbol/akp",
"ADS","Alliance Data Systems Corporation","286.07","17489835483.49","n/a","United States","2001","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/ads",
"AFOP","Alliance Fiber Optic Products, Inc.","14.43","250861697.19","n/a","United States","2000","Technology","Semiconductors","http://www.nasdaq.com/symbol/afop",
"AIQ","Alliance HealthCare Services, Inc.","7.77","83532348.48","n/a","United States","2001","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/aiq",
"AHGP","Alliance Holdings GP, L.P.","23.7","1418753100","n/a","United States","2006","Energy","Coal Mining","http://www.nasdaq.com/symbol/ahgp",
