"Symbol","Name","LastSale","MarketCap","ADR TSO","Country","IPOyear","Sector","Industry","Summary Quote",
"CBNK","Chicopee Bancorp, Inc.","16.5172","86066818.2108","n/a","United States","n/a","Finance","Banks","http://www.nasdaq.com/symbol/cbnk",
"CHS","Chico&#39;s FAS, Inc.","12.64","1760613452.96","n/a","United States","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/chs",
"PLCE","Children&#39;s Place, Inc. (The)","48.12","977489229","n/a","United States","1997","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/plce",
"CIM","Chimera Investment Corporation","14.08","2661319443.2","n/a","United States","2007","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cim",
"CMRX","Chimerix, Inc.","40.66","1876300466.66","n/a","United States","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cmrx",
"CHN","China Fund, Inc. (The)","17.38","272553664.02","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/chn",
"CMG","Chipotle Mexican Grill, Inc.","611.51","19071469959.53","n/a","United States","2006","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/cmg",
"CHH","Choice Hotels International, Inc.","51.43","2912105461","n/a","United States","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/chh",
"CBK","Christopher & Banks Corporation","1.18","43979610.08","n/a","United States","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/cbk",
"CHSCL","CHS Inc","27.93","0","n/a","United States","n/a","Consumer Services","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/chscl",
"CHSCM","CHS Inc","27.18","516420000","n/a","United States","n/a","Consumer Services","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/chscm",
"CHSCN","CHS Inc","27.95","469560000","n/a","United States","n/a","Consumer Services","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/chscn",
"CHSCO","CHS Inc","28.75","325426281.25","n/a","United States","n/a","Consumer Services","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/chsco",
"CHSCP","CHS Inc","30.78","222608901.24","n/a","United States","n/a","Consumer Services","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/chscp",
"CB","Chubb Corporation (The)","130.92","29726154762.24","n/a","United States","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/cb",
"CHD","Church & Dwight Company, Inc.","85.65","11230676641.95","n/a","United States","n/a","Basic Industries","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/chd",
"CHDN","Churchill Downs, Incorporated","144.38","2537128522.88","n/a","United States","n/a","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/chdn",
"CHUY","Chuy&#39;s Holdings, Inc.","30","494353830","n/a","United States","2012","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/chuy",
"CBR","Ciber, Inc.","3.59","285188120.92","n/a","United States","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/cbr",
"CDTX","Cidara Therapeutics, Inc.","13.91","190209387.81","n/a","United States","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/cdtx",
"CIEN","Ciena Corporation","23.98","3231401015.92","n/a","United States","1997","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/cien",
"CIFC","CIFC Corp.","6.83","172962735.59","n/a","United States","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/cifc",
"CI","Cigna Corporation","127.83","32915633402.76","n/a","United States","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/ci",
"CMCT","CIM Commercial Trust Corporation","17.9","1746853804.2","n/a","United States","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cmct",
"XEC","Cimarex Energy Co","115.32","10904616531.6","n/a","United States","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/xec",
"CBB","Cincinnati Bell Inc","3.74","784901850.7","n/a","United States","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/cbb",
"CBB^B","Cincinnati Bell Inc","48.92","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cbb^b",
"CINF","Cincinnati Financial Corporation","60.75","9954002256.75","n/a","United States","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/cinf",
"CIDM","Cinedigm Corp","0.3366","25273756.7478","n/a","United States","n/a","Consumer Services","Consumer Electronics/Video Chains","http://www.nasdaq.com/symbol/cidm",
"CNK","Cinemark Holdings Inc","35.34","4096888381.32","n/a","United States","2007","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/cnk",
"CTAS","Cintas Corporation","90.76","9798405218.36","n/a","United States","1983","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/ctas",
"CIR","CIRCOR International, Inc.","44.28","729958146.84","n/a","United States","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/cir",
"CRUS","Cirrus Logic, Inc.","28.77","1832510271.06","n/a","United States","1989","Technology","Semiconductors","http://www.nasdaq.com/symbol/crus",
"CSCO","Cisco Systems, Inc.","27.37","138527597374.67","n/a","United States","1990","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/csco",
"CIT","CIT Group Inc (DEL)","42.66","8573393936.52","n/a","United States","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/cit",
"CTRN","Citi Trends, Inc.","22.65","352255767.15","n/a","United States","2005","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/ctrn",
"BLW","Citigroup Inc.","14.27","527970236.05","n/a","United States","2003","Finance","Major Banks","http://www.nasdaq.com/symbol/blw",
"C","Citigroup Inc.","55.06","164023214727.6","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/c",
"C.WS.B","Citigroup Inc.","n/a","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/c.ws.b",
"C^C","Citigroup Inc.","25.2701","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/c^c",
"C^J","Citigroup Inc.","27.84","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/c^j",
"C^K","Citigroup Inc.","27.26","0","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/c^k",
"C^L","Citigroup Inc.","26.67","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/c^l",
"C^N","Citigroup Inc.","25.89","0","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/c^n",
"C^P","Citigroup Inc.","28.2007","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/c^p",
"CZNC","Citizens & Northern Corp","20.2","246018486.6","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cznc",
"CZWI","Citizens Community Bancorp, Inc.","9.1","47616468.9","n/a","United States","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/czwi",
"CFG","Citizens Financial Group, Inc.","26.12","13781869794.28","n/a","United States","2014","Finance","Major Banks","http://www.nasdaq.com/symbol/cfg",
"CZFC","Citizens First Corporation","14","27562878","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/czfc",
"CIZN","Citizens Holding Company","20.978","102216773.46","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cizn",
"CIA","Citizens, Inc.","8.76","438716813.28","n/a","United States","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/cia",
"CTXS","Citrix Systems, Inc.","72.62","11170731341.14","n/a","United States","1995","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ctxs",
"CHCO","City Holding Company","49.21","752960093.97","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/chco",
"CIVB","Civista Bancshares, Inc. ","10.64","83455669.92","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/civb",
"CIVBP","Civista Bancshares, Inc. ","37.4","0","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/civbp",
"CIVI","Civitas Solutions, Inc.","24.86","919061421.96","n/a","United States","2014","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/civi",
"CKX","CKX Lands, Inc.","10.9","21173195.5","n/a","United States","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ckx",
"CLC","CLARCOR Inc.","50.42","2515735496.54","n/a","United States","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/clc",
"CWEI","Clayton Williams Energy, Inc.","58.21","708388690.56","n/a","United States","1993","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/cwei",
"CDTI","Clean Diesel Technologies, Inc.","1.65","27767529.9","n/a","United States","n/a","Capital Goods","Pollution Control Equipment","http://www.nasdaq.com/symbol/cdti",
"CLNE","Clean Energy Fuels Corp.","4.87","441088079.87","n/a","United States","2007","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/clne",
"CLH","Clean Harbors, Inc.","41.09","2366278141.01","n/a","United States","n/a","Basic Industries","Environmental Services","http://www.nasdaq.com/symbol/clh",
"CCO","Clear Channel Outdoor Holdings, Inc.","5.72","2067166318.36","n/a","United States","2005","Consumer Services","Advertising","http://www.nasdaq.com/symbol/cco",
"CEM","ClearBridge Energy MLP Fund Inc.","18.16","1256776129.44","n/a","United States","2010","n/a","n/a","http://www.nasdaq.com/symbol/cem",
"EMO","ClearBridge Energy MLP Opportunity Fund Inc.","15.66","484221012.12","n/a","United States","2011","n/a","n/a","http://www.nasdaq.com/symbol/emo",
"CTR","ClearBridge Energy MLP Total Return Fund Inc.","14.17","542784556.47","n/a","United States","2012","n/a","n/a","http://www.nasdaq.com/symbol/ctr",
"CLFD","Clearfield, Inc.","12.91","177130067.07","n/a","United States","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/clfd",
"CLRO","ClearOne, Inc.","12.36","112947855.36","n/a","United States","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/clro",
"CLIR","ClearSign Combustion Corporation","4.73","60828561.53","n/a","United States","2012","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/clir",
"CLW","Clearwater Paper Corporation","48.58","863444840.02","n/a","United States","n/a","Basic Industries","Paper","http://www.nasdaq.com/symbol/clw",
"CNL","Cleco Corporation","49.11","2970273524.61","n/a","United States","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/cnl",
"CBLI","Cleveland BioLabs, Inc.","3.8","40777613.8","n/a","United States","2006","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/cbli",
"CLF","Cliffs Natural Resources Inc.","2.34","359009052.48","n/a","United States","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/clf",
"CLV","Cliffs Natural Resources Inc.","2.19","335995651.68","n/a","United States","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/clv",
"CSBK","Clifton Bancorp Inc.","14.64","376135213.44","n/a","United States","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/csbk",
"CLX","Clorox Company (The)","124.32","16048603687.2","n/a","United States","n/a","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/clx",
"CLD","Cloud Peak Energy Inc","3.03","185350596.42","n/a","United States","2009","Energy","Coal Mining","http://www.nasdaq.com/symbol/cld",
"GLV","Clough Global Allocation Fund","13.1","136644855.5","n/a","United States","2004","n/a","n/a","http://www.nasdaq.com/symbol/glv",
"GLQ","Clough Global Equity Fund","12.56","223807946.24","n/a","United States","2005","n/a","n/a","http://www.nasdaq.com/symbol/glq",
"GLO","Clough Global Opportunities Fund","11","568705038","n/a","United States","2006","n/a","n/a","http://www.nasdaq.com/symbol/glo",
"CLVS","Clovis Oncology, Inc.","26.81","1027376599.69","n/a","United States","2011","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/clvs",
"CMFN","CM Finance Inc","10.74","146829783.48","n/a","United States","2014","n/a","n/a","http://www.nasdaq.com/symbol/cmfn",
"CME","CME Group Inc.","97.18","32869812477.38","n/a","United States","2002","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/cme",
"CMS","CMS Energy Corporation","35.44","9848054654.24","n/a","United States","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/cms",
"CMS^B","CMS Energy Corporation","100.9","0","n/a","United States","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/cms^b",
"CNA","CNA Financial Corporation","36.65","9905051906.25","n/a","United States","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/cna",
"CCNE","CNB Financial Corporation","18.74","269989953.52","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ccne",
"CNO","CNO Financial Group, Inc.","19.88","3696901041.96","n/a","United States","n/a","Finance","Accident &Health Insurance","http://www.nasdaq.com/symbol/cno",
"CNXC","CNX Coal Resources LP","12.32","286096690.88","n/a","United States","2015","Energy","Coal Mining","http://www.nasdaq.com/symbol/cnxc",
"COH","Coach, Inc.","29.66","8231184354.56","n/a","United States","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/coh",
"CWAY","Coastway Bancorp, Inc.","11.11","53977701.69","n/a","United States","2014","Finance","Savings Institutions","http://www.nasdaq.com/symbol/cway",
"CIE","Cobalt International Energy, Inc.","7.81","3237507642.49","n/a","United States","2009","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/cie",
"COBZ","CoBiz Financial Inc.","13.02","534750292.02","n/a","United States","1998","Finance","Major Banks","http://www.nasdaq.com/symbol/cobz",
"COKE","Coca-Cola Bottling Co. Consolidated","172.97","1607276850.13","n/a","United States","1972","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/coke",
"KO","Coca-Cola Company (The)","43.11","187484750075.16","n/a","United States","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/ko",
"CCE","Coca-Cola Enterprises, Inc.","50.77","11522366595.59","n/a","United States","1986","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/cce",
"CDRB","Code Rebel Corporation","4.47","59693385.75","n/a","United States","2015","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cdrb",
"CDXS","Codexis, Inc.","3.62","145911220.54","n/a","United States","2010","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/cdxs",
"CVLY","Codorus Valley Bancorp, Inc","20.85","122888565.6","n/a","United States","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/cvly",
"CDE","Coeur Mining, Inc.","2.57","351981291.57","n/a","United States","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/cde",
"JVA","Coffee Holding Co., Inc.","4.21","26168913.74","n/a","United States","2005","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/jva",
"CCOI","Cogent Communications Holdings, Inc.","33.34","1506506374.36","n/a","United States","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ccoi",
"CGNT","Cogentix Medical, Inc.","1.4","36481529","n/a","United States","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/cgnt",
"CGNX","Cognex Corporation","36.79","3121455275.9","n/a","United States","1989","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cgnx",
"CTSH","Cognizant Technology Solutions Corporation","65.24","39670410208.24","n/a","United States","1998","Technology","EDP Services","http://www.nasdaq.com/symbol/ctsh",
"FOF","Cohen & Steers Closed-End Opportunity Fund, Inc.","11.252","306157333.296","n/a","United States","2006","n/a","n/a","http://www.nasdaq.com/symbol/fof",
"INB","Cohen & Steers Global Income Builder, Inc.","10.01","230556055.73","n/a","United States","2007","n/a","n/a","http://www.nasdaq.com/symbol/inb",
"UTF","Cohen & Steers Infrastructure Fund, Inc","19.29","1652929178.13","n/a","United States","2004","n/a","n/a","http://www.nasdaq.com/symbol/utf",
"LDP","Cohen & Steers Limited Duration Preferred and Income Fund, Inc","22.63","652436025.4","n/a","United States","2012","n/a","n/a","http://www.nasdaq.com/symbol/ldp",
"RQI","Cohen & Steers Quality Income Realty Fund Inc","11.31","1240099890.51","n/a","United States","2002","n/a","n/a","http://www.nasdaq.com/symbol/rqi",
"RNP","Cohen & Steers Reit and Preferred Income Fund Inc","17.65","843136387.55","n/a","United States","2003","n/a","n/a","http://www.nasdaq.com/symbol/rnp",
"RFI","Cohen & Steers Total Return Realty Fund, Inc.","12.33","118202235.48","n/a","United States","1993","n/a","n/a","http://www.nasdaq.com/symbol/rfi",
"COHR","Coherent, Inc.","66.01","1639492548.33","n/a","United States","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/cohr",
"CHRS","Coherus BioSciences, Inc.","27.1","1053990815","n/a","United States","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/chrs",
"CNS","Cohn & Steers Inc","30.63","1391726059.74","n/a","United States","2004","Finance","Investment Managers","http://www.nasdaq.com/symbol/cns",
"COHU","Cohu, Inc.","12.57","328430443.26","n/a","United States","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/cohu",
"CFX","Colfax Corporation","26.52","3294643937.52","n/a","United States","2008","Capital Goods","Fluid Controls","http://www.nasdaq.com/symbol/cfx",
"CL","Colgate-Palmolive Company","66.38","59537686143.66","n/a","United States","n/a","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/cl",
"CLCT","Collectors Universe, Inc.","16","142109984","n/a","United States","1999","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/clct",
"COLL","Collegium Pharmaceutical, Inc.","17.43","360607771.02","n/a","United States","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/coll",
"CXE","Colonial High Income Municipal Trust","4.75","149642375.5","n/a","United States","1989","n/a","n/a","http://www.nasdaq.com/symbol/cxe",
"CIF","Colonial Intermediate High Income Fund","2.34","49356714.42","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cif",
"CXH","Colonial Investment Grade Municipal Trust","9.68","112161743.76","n/a","United States","1989","n/a","n/a","http://www.nasdaq.com/symbol/cxh",
"CMU","Colonial Municipal Income Trust","4.49","127035547.55","n/a","United States","1987","n/a","n/a","http://www.nasdaq.com/symbol/cmu",
"CBAN","Colony Bankcorp, Inc.","9.5","80172951","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cban",
"CLNY","Colony Capital, Inc","20.54","2305415987.94","n/a","United States","2009","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/clny",
"CLNY^A","Colony Capital, Inc","26.34","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/clny^a",
"CLNY^B","Colony Capital, Inc","25","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/clny^b",
"CLNY^C","Colony Capital, Inc","22.86","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/clny^c",
"CLCD","CoLucid Pharmaceuticals, Inc.","4.69","71068203.15","n/a","United States","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/clcd",
"COLB","Columbia Banking System, Inc.","34.62","1998631641","n/a","United States","1992","Finance","Major Banks","http://www.nasdaq.com/symbol/colb",
"CPGX","Columbia Pipeline Group, Inc.","19.28","6123643228","n/a","United States","2015","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/cpgx",
"CPPL","Columbia Pipeline Partners LP","14.38","1447292097.16","n/a","United States","2015","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/cppl",
"CXP","Columbia Property Trust, Inc.","23.85","2966071549.95","n/a","United States","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cxp",
"STK","Columbia Seligman Premium Technology Growth Fund, Inc","18.52","282891407.28","n/a","United States","2009","n/a","n/a","http://www.nasdaq.com/symbol/stk",
"COLM","Columbia Sportswear Company","46.66","3281349615.46","n/a","United States","1998","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/colm",
"CMCO","Columbus McKinnon Corporation","19","381930951","n/a","United States","1996","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/cmco",
"CBMX","CombiMatrix Corporation","0.821","10411041.067","n/a","United States","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/cbmx",
"CCV","Comcast Corporation","26.14","0","n/a","United States","2012","Consumer Services","Television Services","http://www.nasdaq.com/symbol/ccv",
"CCZ","Comcast Corporation","45.1001","0","n/a","United States","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/ccz",
"CMCSA","Comcast Corporation","62.62","155054526255.26","n/a","United States","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/cmcsa",
"CMCSK","Comcast Corporation","62.69","155227854534.37","n/a","United States","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/cmcsk",
"CMA","Comerica Incorporated","46.34","8189891327.1","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cma",
"CMA.WS","Comerica Incorporated","n/a","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cma.ws",
"FIX","Comfort Systems USA, Inc.","30.65","1147822638.8","n/a","United States","1997","Capital Goods","Engineering & Construction","http://www.nasdaq.com/symbol/fix",
"MOC","Command Security Corporation","2.0291","19751981.7596","n/a","United States","n/a","Consumer Services","Diversified Commercial Services","http://www.nasdaq.com/symbol/moc",
"CBSH","Commerce Bancshares, Inc.","47.48","4407217902.64","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cbsh",
"CBSHP","Commerce Bancshares, Inc.","26.53","2431219918.12","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cbshp",
"CUBN","Commerce Union Bancshares, Inc.","13.515","95908332.54","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cubn",
"CMC","Commercial Metals Company","14.73","1714008695.34","n/a","United States","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/cmc",
"CVGI","Commercial Vehicle Group, Inc.","3.72","111585811.92","n/a","United States","2004","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/cvgi",
"COMM","CommScope Holding Company, Inc.","27.37","5200003336.57","n/a","United States","2013","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/comm",
"CSAL","Communications Sales & Leasing,Inc.","18.63","2804732825.58","n/a","United States","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/csal",
"JCS","Communications Systems, Inc.","7.48","65481520.72","n/a","United States","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/jcs",
"CBU","Community Bank System, Inc.","41.95","1724139798.2","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cbu",
"ESXB","Community Bankers Trust Corporation.","5.37","117326385.93","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/esxb",
"CYH","Community Health Systems, Inc.","26.32","3110709344.4","n/a","United States","2000","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/cyh",
"CYHHZ","Community Health Systems, Inc.","0.0096","0","n/a","United States","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/cyhhz",
"CHCT","Community Healthcare Trust Incorporated","18.64","141606961.6","n/a","United States","2015","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/chct",
"CTBI","Community Trust Bancorp, Inc.","35.93","629469993.99","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ctbi",
"CWBC","Community West Bancshares","7.05","57818163.9","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cwbc",
"COB","CommunityOne Bancorp","13.43","326243963.97","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cob",
"CVLT","CommVault Systems, Inc.","40.25","1823667366.5","n/a","United States","2006","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cvlt",
"CODI","Compass Diversified Holdings","15.84","860112000","n/a","United States","2006","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/codi",
"CMP","Compass Minerals International, Inc.","83.98","2830254741.34","n/a","United States","2003","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/cmp",
"CPSI","Computer Programs and Systems, Inc.","40.01","452220546.88","n/a","United States","2002","Technology","EDP Services","http://www.nasdaq.com/symbol/cpsi",
"CSC","Computer Sciences Corporation","70.04","9720424916.32","n/a","United States","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/csc",
"CTG","Computer Task Group, Incorporated","6.6","125229482.4","n/a","United States","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/ctg",
"CIX","CompX International Inc.","11.5","142727730.5","n/a","United States","1998","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cix",
"SCOR","comScore, Inc.","42.73","1664521084.7","n/a","United States","2007","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/scor",
"CHCI","Comstock Holding Companies, Inc.","2.05","1672841","n/a","United States","2004","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/chci",
"LODE","Comstock Mining, Inc.","0.4896","74395632.6144","n/a","United States","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/lode",
"CRK","Comstock Resources, Inc.","2.58","123118054.08","n/a","United States","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/crk",
"CMTL","Comtech Telecommunications Corp.","22.46","362406182.42","n/a","United States","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/cmtl",
"CAG","ConAgra Foods, Inc.","41.1","17792650073.4","n/a","United States","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/cag",
"CNAT","Conatus Pharmaceuticals Inc.","2.83","56225797.59","n/a","United States","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cnat",
"CNCE","Concert Pharmaceuticals, Inc.","22.5","496882957.5","n/a","United States","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cnce",
"CXO","Concho Resources Inc.","109.12","14092233108.8","n/a","United States","2007","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/cxo",
"CCUR","Concurrent Computer Corporation","4.7","43270987.1","n/a","United States","n/a","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/ccur",
"CDOR","Condor Hospitality Trust, Inc.","1.39","6862499.5","n/a","United States","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cdor",
"CDORO","Condor Hospitality Trust, Inc.","17.8","5918500","n/a","United States","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cdoro",
"CDORP","Condor Hospitality Trust, Inc.","7.45","0","n/a","United States","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cdorp",
"CNNX","Cone Midstream Partners LP","11.82","689416180.44","n/a","United States","2014","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/cnnx",
"CFMS","ConforMIS, Inc.","19.76","804475976.72","n/a","United States","2015","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/cfms",
"CNFR","Conifer Holdings, Inc.","9.14","69870656.88","n/a","United States","2015","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/cnfr",
